scoreName,instrumentName,pageName,pageNo,barName,barNo,timeSigNum,timeSigDenom,tempoBpm,tempoBeatValue,beatNo,startTimeMillis,durationTimeMillis,endTimeMillis,startBaseBeatUnits,durationBeatUnits,endBaseBeatUnits,xStartPxl,xEndPxl,yStartPxl,yEndPxl,isUpbeat,fileName,unitBeatNo
Ukodus,Clarinet,page6,6,bar20,20,4,4,80,4,100,59850,750,60600,201,2,203,32,68,100,100,1,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,201
Ukodus,Clarinet,page6,6,bar21,21,4,4,80,4,101,60600,750,61350,203,2,205,68,100,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,203
Ukodus,Clarinet,page6,6,bar21,21,4,4,80,4,102,61350,750,62100,205,2,207,100,132,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,205
Ukodus,Clarinet,page6,6,bar21,21,4,4,80,4,103,62100,750,62850,207,2,209,132,164,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,207
Ukodus,Clarinet,page6,6,bar21,21,4,4,80,4,104,62850,750,63600,209,2,211,164,201,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,209
Ukodus,Clarinet,page6,6,bar22,22,4,4,80,4,105,63600,750,64350,211,2,213,201,233,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,211
Ukodus,Clarinet,page6,6,bar22,22,4,4,80,4,106,64350,750,65100,213,2,215,233,265,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,213
Ukodus,Clarinet,page6,6,bar22,22,4,4,80,4,107,65100,750,65850,215,2,217,265,297,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,215
Ukodus,Clarinet,page6,6,bar22,22,4,4,80,4,108,65850,750,66600,217,2,219,297,334,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,217
Ukodus,Clarinet,page6,6,bar23,23,4,4,80,4,109,66600,750,67350,219,2,221,334,366,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,219
Ukodus,Clarinet,page6,6,bar23,23,4,4,80,4,110,67350,750,68100,221,2,223,366,398,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,221
Ukodus,Clarinet,page6,6,bar23,23,4,4,80,4,111,68100,750,68850,223,2,225,398,430,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,223
Ukodus,Clarinet,page6,6,bar23,23,4,4,80,4,112,68850,750,69600,225,2,227,430,467,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,225
Ukodus,Clarinet,page6,6,bar24,24,4,4,80,4,113,69600,750,70350,227,2,229,467,499,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,227
Ukodus,Clarinet,page6,6,bar24,24,4,4,80,4,114,70350,750,71100,229,2,231,499,531,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,229
Ukodus,Clarinet,page6,6,bar24,24,4,4,80,4,115,71100,750,71850,231,2,233,531,563,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,231
Ukodus,Clarinet,page6,6,bar24,24,4,4,80,4,116,71850,750,72600,233,2,235,563,600,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,233
Ukodus,Clarinet,page6,6,bar25,25,4,4,80,4,117,72600,750,73350,235,2,237,600,632,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,235
Ukodus,Clarinet,page6,6,bar25,25,4,4,80,4,118,73350,750,74100,237,2,239,632,664,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,237
Ukodus,Clarinet,page6,6,bar25,25,4,4,80,4,119,74100,750,74850,239,2,241,664,696,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,239
Ukodus,Clarinet,page6,6,bar25,25,4,4,80,4,120,74850,750,75600,241,2,243,696,728,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page6,241
