scoreName,instrumentName,pageName,pageNo,barName,barNo,timeSigNum,timeSigDenom,tempoBpm,tempoBeatValue,beatNo,startTimeMillis,durationTimeMillis,endTimeMillis,startBaseBeatUnits,durationBeatUnits,endBaseBeatUnits,xStartPxl,xEndPxl,yStartPxl,yEndPxl,isUpbeat,fileName,unitBeatNo
Ukodus,Clarinet,page10,10,bar40,40,3,4,120,4,180,120100,500,120600,361,2,363,32,68,100,100,1,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,361
Ukodus,Clarinet,page10,10,bar41,41,3,4,120,4,181,120600,500,121100,363,2,365,68,100,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,363
Ukodus,Clarinet,page10,10,bar41,41,3,4,120,4,182,121100,500,121600,365,2,367,100,132,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,365
Ukodus,Clarinet,page10,10,bar41,41,3,4,120,4,183,121600,500,122100,367,2,369,132,169,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,367
Ukodus,Clarinet,page10,10,bar42,42,3,4,120,4,184,122100,500,122600,369,2,371,169,201,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,369
Ukodus,Clarinet,page10,10,bar42,42,3,4,120,4,185,122600,500,123100,371,2,373,201,233,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,371
Ukodus,Clarinet,page10,10,bar42,42,3,4,120,4,186,123100,500,123600,373,2,375,233,270,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,373
Ukodus,Clarinet,page10,10,bar43,43,3,4,120,4,187,123600,500,124100,375,2,377,270,302,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,375
Ukodus,Clarinet,page10,10,bar43,43,3,4,120,4,188,124100,500,124600,377,2,379,302,334,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,377
Ukodus,Clarinet,page10,10,bar43,43,3,4,120,4,189,124600,500,125100,379,2,381,334,371,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,379
Ukodus,Clarinet,page10,10,bar44,44,3,4,120,4,190,125100,500,125600,381,2,383,371,403,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,381
Ukodus,Clarinet,page10,10,bar44,44,3,4,120,4,191,125600,500,126100,383,2,385,403,435,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,383
Ukodus,Clarinet,page10,10,bar44,44,3,4,120,4,192,126100,500,126600,385,2,387,435,472,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,385
Ukodus,Clarinet,page10,10,bar45,45,3,4,120,4,193,126600,500,127100,387,2,389,472,504,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,387
Ukodus,Clarinet,page10,10,bar45,45,3,4,120,4,194,127100,500,127600,389,2,391,504,536,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,389
Ukodus,Clarinet,page10,10,bar45,45,3,4,120,4,195,127600,500,128100,391,2,393,536,573,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,391
Ukodus,Clarinet,page10,10,bar46,46,3,4,120,4,196,128100,500,128600,393,2,395,573,605,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,393
Ukodus,Clarinet,page10,10,bar46,46,3,4,120,4,197,128600,500,129100,395,2,397,605,637,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,395
Ukodus,Clarinet,page10,10,bar46,46,3,4,120,4,198,129100,500,129600,397,2,399,637,669,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page10,397
